Delhi,India|28.7040592,77.1024902,218.043960571|2017-01-01T00:00:00|Rain|-206.663805991|1037.42231653|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-01-31T00:00:00|Rain|-206.66380123|1037.42231591|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-03-02T00:00:00|Rain|-206.663774092|1037.42231237|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-04-01T00:00:00|Rain|-206.663758381|1037.42231032|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-05-01T00:00:00|Rain|-206.663742511|1037.42230825|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-05-31T00:00:00|Rain|-206.66373775|1037.42230762|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-06-30T00:00:00|Rain|-206.663722038|1037.42230557|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-07-30T00:00:00|Rain|-206.663706168|1037.4223035|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-08-29T00:00:00|Rain|-206.663690457|1037.42230145|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-09-28T00:00:00|Rain|-206.663674746|1037.4222994|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-10-28T00:00:00|Rain|-206.663658875|1037.42229732|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-11-27T00:00:00|Rain|-206.663643164|1037.42229527|-81
Delhi,India|28.7040592,77.1024902,218.043960571|2017-12-27T00:00:00|Rain|-206.663627294|1037.4222932|-81
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-01-01T00:00:00|Rain|-209.917672925|1042.0120389|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-01-31T00:00:00|Rain|-209.917668164|1042.01203827|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-03-02T00:00:00|Rain|-209.917641026|1042.01203473|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-04-01T00:00:00|Rain|-209.917625315|1042.01203268|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-05-01T00:00:00|Rain|-209.917609445|1042.01203061|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-05-31T00:00:00|Rain|-209.917604684|1042.01202999|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-06-30T00:00:00|Rain|-209.917588972|1042.01202793|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-07-30T00:00:00|Rain|-209.917573102|1042.01202586|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-08-29T00:00:00|Rain|-209.917557391|1042.01202381|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-09-28T00:00:00|Rain|-209.917541679|1042.01202176|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-10-28T00:00:00|Rain|-209.917525809|1042.01201969|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-11-27T00:00:00|Rain|-209.917510098|1042.01201763|-85
New York,USA|40.7127753,-74.0059728,10.4418382645|2017-12-27T00:00:00|Rain|-209.917494228|1042.01201556|-85
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-01-01T00:00:00|Rain|-197.753716197|1034.45154015|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-01-31T00:00:00|Rain|-197.753711436|1034.45153953|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-03-02T00:00:00|Rain|-197.753684298|1034.45153599|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-04-01T00:00:00|Rain|-197.753668586|1034.45153394|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-05-01T00:00:00|Rain|-197.753652716|1034.45153186|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-05-31T00:00:00|Rain|-197.753647955|1034.45153124|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-06-30T00:00:00|Rain|-197.753632244|1034.45152919|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-07-30T00:00:00|Rain|-197.753616374|1034.45152712|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-08-29T00:00:00|Rain|-197.753600662|1034.45152507|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-09-28T00:00:00|Rain|-197.753584951|1034.45152301|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-10-28T00:00:00|Rain|-197.753569081|1034.45152094|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-11-27T00:00:00|Rain|-197.75355337|1034.45151889|-73
Sydney,Australia|-33.8688197,151.2092955,24.5399284363|2017-12-27T00:00:00|Rain|-197.7535375|1034.45151682|-73
